,participant.code,participant.time_started,session.code,session.is_demo,session.config.participation_fee,session.config.community_goal_decimal,session.config.endowment,session.config.single_treatment,single_treatment.1.player.correct_answers,single_treatment.1.player.q1,single_treatment.1.player.q2,single_treatment.1.player.q3,single_treatment.1.player.q4,single_treatment.1.player.q5,single_treatment.1.player.q6,public_goods.1.player.savings,public_goods.2.player.savings,public_goods.3.player.savings,public_goods.4.player.savings,public_goods.5.player.savings,public_goods.6.player.savings,public_goods.7.player.savings,public_goods.8.player.savings,post_survey.1.player.bonus,post_survey.1.player.total_payment,post_survey.1.player.q1,post_survey.1.player.q2,post_survey.1.player.q3,post_survey.1.player.q4,post_survey.1.player.q5,post_survey.1.player.q6,post_survey.1.player.q7,post_survey.1.player.q8,post_survey.1.player.q9,post_survey.1.player.q10,post_survey.1.player.q11,post_survey.1.player.q12,post_survey.1.player.q021,post_survey.1.player.q031,post_survey.1.player.q041,post_survey.1.player.q042,post_survey.1.player.q051,post_survey.1.player.q052,post_survey.1.player.q061,post_survey.1.player.q071,post_survey.1.player.q081,post_survey.1.player.q082,post_survey.1.player.q091,post_survey.1.player.q101,post_survey.1.player.q111,post_survey.1.player.q112,post_survey.1.player.q121,post_survey.1.player.q131,post_survey.1.player.q141,post_survey.1.player.q151
35,85syu8l6,2018-03-29 19:20:58.663056+00:00,pawd2rxb,0,$0.00,0.2,16,D,5,$0.50,The total in the conservation account ,$12.00,$26.00,$11.00,Yes,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.0,13.75,27.25,7.0,7.0,4.0,7.0,2.0,4.0,5.0,5.0,4.0,6.0,6.0,5.0,1997.0,F,White,,North America,,More than 5 years,"Small city or town (under 50,000)",Democrat,,Yes,Third,Liberal Arts,,More than 5 previous,Yes,0.0,Reducing energy consumption reduces pollution and threat of global warming.
36,km89nz85,2018-03-29 19:21:03.927618+00:00,pawd2rxb,0,$0.00,0.2,16,D,5,$0.50,Three times the total in the conservation account ,$12.00,$11.00,$11.00,Yes,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,13.75,26.25,6.0,6.0,4.0,6.0,6.0,5.0,7.0,7.0,5.0,5.0,6.0,5.0,1997.0,F,White,,North America,,More than 5 years,"Small city or town (under 50,000)",Democrat,,No,Third,Liberal Arts,,1 - 2 previous,No,0.0,Reducing energy consumption reduces pollution and threat of global warming.
37,km6hz591,2018-03-29 19:21:13.555126+00:00,pawd2rxb,0,$0.00,0.2,16,D,6,$0.50,Three times the total in the conservation account ,$12.00,$26.00,$11.00,Yes,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,13.75,26.75,3.0,6.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,1997.0,F,White,,North America,,More than 5 years,"Medium size city (50,000-250,000)",Democrat,,Yes,Third,Science,,More than 5 previous,No,0.0,Reducing energy consumption reduces pollution and threat of global warming.
38,gnl75bhy,2018-03-29 19:21:20.395338+00:00,pawd2rxb,0,$0.00,0.2,16,D,5,$0.50,Three times the total in the conservation account ,$12.00,$26.00,$11.00,No,0.5,1.0,0.5,1.0,0.5,0.0,0.5,1.0,13.75,27.25,7.0,6.0,1.0,5.0,4.0,7.0,7.0,5.0,7.0,7.0,6.0,5.0,1997.0,F,Other,Middle eastern,North America,,More than 5 years,"Very large city (over 3,000,000)",Republican,,Yes,Third,Engineering,,3 - 5 previous,No,0.0,Reducing energy consumption reduces pollution and threat of global warming.
39,2xrgkijs,2018-03-29 19:21:28.763673+00:00,pawd2rxb,0,$0.00,0.2,16,D,4,$0.50,Three times the total in the conservation account ,$24.00,$26.00,$11.00,No,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.5,13.75,28.75,6.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,1999.0,F,White,,Europe,,More than 5 years,"Small city or town (under 50,000)",None,,Yes,First,Health Sciences,,1 - 2 previous,Yes,0.0,Reducing energy consumption is important to improve the local economy.
40,m77tz542,2018-03-29 19:50:44.396543+00:00,m129nbet,0,$0.00,0.2,16,control,4,$0.50,The total in the conservation account ,$12.00,$26.00,$11.00,No,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,13.0,25.5,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,6.0,5.0,1997.0,F,White,,North America,,More than 5 years,Suburb near a large city,None,,No,Third,Liberal Arts,,More than 5 previous,No,0.0,Reducing energy consumption reduces pollution and threat of global warming.
41,ldogujpu,2018-03-29 19:50:49.533270+00:00,m129nbet,0,$0.00,0.2,16,control,4,$0.50,The total in the conservation account ,$12.00,$26.00,$11.00,No,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,13.0,29.0,4.0,5.0,4.0,5.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,5.0,1996.0,F,Asian-American ,,Asia,,2-5 years,"Large city (250,000-3,000,000)",Democrat,,No,Fourth,Business/Economics,,More than 5 previous,No,0.0,Reducing energy consumption reduces pollution and threat of global warming.
42,5ce6trpg,2018-03-29 19:50:58.674981+00:00,m129nbet,0,$0.00,0.2,16,control,6,$0.50,Three times the total in the conservation account ,$12.00,$26.00,$11.00,Yes,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,13.0,28.5,4.0,4.0,6.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,1997.0,M,Asian-American ,,Asia,,More than 5 years,Suburb near a large city,Republican,,No,Second,Technology,,1 - 2 previous,Yes,5.0,Reducing energy consumption reduces our reliance on imported fossil fuels.
43,88nwpa7k,2018-03-29 19:51:05.599939+00:00,m129nbet,0,$0.00,0.2,16,control,5,$0.50,Three times the total in the conservation account ,$12.00,$26.00,$11.00,No,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,13.0,24.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,1999.0,M,Other,Indian,Asia,,Less than 1 year,"Large city (250,000-3,000,000)",Democrat,,Yes,First,Engineering,,None,No,0.0,Reducing energy consumption reduces pollution and threat of global warming.
44,0x40f97g,2018-03-29 19:51:12.835586+00:00,m129nbet,0,$0.00,0.2,16,control,6,$0.50,Three times the total in the conservation account ,$12.00,$26.00,$11.00,Yes,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.0,13.0,29.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1998.0,M,White,,North America,,More than 5 years,Suburb near a large city,Republican,,Yes,First,Agriculture/Natural Resources,,None,No,0.0,Reducing energy consumption reduces pollution and threat of global warming.
45,z7ma1shn,2018-03-29 19:51:16.767122+00:00,m129nbet,0,$0.00,0.2,16,control,5,$0.50,The total in the conservation account ,$12.00,$26.00,$11.00,Yes,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,13.0,27.0,5.0,4.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,5.0,4.0,2.0,1995.0,F,White,,North America,,More than 5 years,"Medium size city (50,000-250,000)",Republican,,Yes,Fourth,Liberal Arts,,More than 5 previous,No,20.0,Reducing energy consumption is important to improve the local economy.
46,gtp11srr,2018-03-29 20:02:23.799668+00:00,3mu3ksom,0,$0.00,0.2,16,DTI,6,$0.50,Three times the total in the conservation account ,$12.00,$26.00,$11.00,Yes,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,12.75,27.25,3.0,5.0,3.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,5.0,1998.0,M,White,,North America,,More than 5 years,"Medium size city (50,000-250,000)",Republican,,No,First,Business/Economics,,None,Yes,16.0,Reducing energy consumption is important to improve the local economy.
47,hvjyb2i6,2018-03-29 20:02:30.233379+00:00,3mu3ksom,0,$0.00,0.2,16,DTI,5,$0.50,Three times the total in the conservation account ,$12.00,$15.00,$11.00,Yes,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,12.75,26.75,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,2.0,1999.0,M,White,,North America,,More than 5 years,"Medium size city (50,000-250,000)",Republican,,No,First,Science,,More than 5 previous,No,0.0,Reducing energy consumption reduces pollution and threat of global warming.
48,w8fxe0t2,2018-03-29 20:02:44.978299+00:00,3mu3ksom,0,$0.00,0.2,16,DTI,5,$0.50,Three times the total in the conservation account ,$12.00,$15.00,$11.00,Yes,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,12.75,29.25,2.0,5.0,2.0,6.0,4.0,2.0,7.0,6.0,6.0,6.0,7.0,7.0,1996.0,M,White,,North America,,More than 5 years,"Medium size city (50,000-250,000)",None,,No,Third,Business/Economics,,More than 5 previous,Yes,0.0,Reducing energy consumption reduces pollution and threat of global warming.
49,bmutb5e5,2018-03-29 20:02:52.095940+00:00,3mu3ksom,0,$0.00,0.2,16,DTI,4,$0.50,Three times the total in the conservation account ,$12.00,$15.00,$5.00,Yes,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.5,12.75,27.25,5.0,5.0,6.0,6.0,7.0,6.0,6.0,2.0,5.0,5.0,1.0,1.0,1999.0,M,Other,Asian,Asia,,Less than 1 year,"Very large city (over 3,000,000)",None,,No,First,Liberal Arts,,None,No,0.0,Reducing energy consumption reduces pollution and threat of global warming.
50,kpm3vr1z,2018-03-29 20:03:02.927056+00:00,3mu3ksom,0,$0.00,0.2,16,DTI,6,$0.50,Three times the total in the conservation account ,$12.00,$26.00,$11.00,Yes,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,12.75,25.25,7.0,7.0,7.0,7.0,2.0,4.0,2.0,4.0,4.0,6.0,5.0,1.0,1996.0,F,Asian-American ,,Asia,,2-5 years,Suburb near a large city,Democrat,,No,Fourth,Engineering,,More than 5 previous,Yes,0.0,Reducing energy consumption reduces pollution and threat of global warming.
51,nf4vt3au,2018-03-29 20:03:10.060771+00:00,3mu3ksom,0,$0.00,0.2,16,DTI,4,$0.50,Two times the total in the conservation account ,$12.00,$15.00,$11.00,Yes,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.0,12.75,26.25,7.0,5.0,2.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,3.0,1997.0,F,White,,North America,,More than 5 years,"Medium size city (50,000-250,000)",Republican,,No,Third,Business/Economics,,3 - 5 previous,No,0.0,Reducing energy consumption reduces pollution and threat of global warming.
52,4d8s7zre,,wormiwid,1,$0.00,0.2,16,control,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,e4oooj95,,wormiwid,1,$0.00,0.2,16,control,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,vlf6le1t,,hq9rqdal,1,$0.00,0.2,16,DTI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,ibk2j0ao,,hq9rqdal,1,$0.00,0.2,16,DTI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,700qr3e0,2018-03-30 16:33:28.748970+00:00,hzgfid4g,0,$0.00,0.2,16,DTI,4,$0.50,Three times the total in the conservation account ,$12.00,$15.00,$5.00,Yes,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,13.25,25.75,5.0,5.0,3.0,5.0,2.0,3.0,4.0,5.0,6.0,6.0,5.0,6.0,1997.0,F,White,,North America,,More than 5 years,Suburb near a large city,Democrat,,Yes,Second,Liberal Arts,,None,No,12.0,Reducing energy consumption reduces pollution and threat of global warming.
57,jz686cyr,2018-03-30 16:33:49.440437+00:00,hzgfid4g,0,$0.00,0.2,16,DTI,5,$0.50,Three times the total in the conservation account ,$24.00,$26.00,$11.00,Yes,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,13.25,28.75,4.0,3.0,4.0,4.0,6.0,6.0,5.0,7.0,5.0,7.0,7.0,5.0,1997.0,M,Hispanic,,Europe,,Less than 1 year,"Medium size city (50,000-250,000)",Independent,,No,Third,Engineering,,None,No,0.0,Reducing energy consumption is important to improve the local economy.
58,m3i81bo3,2018-03-30 16:34:13.246391+00:00,hzgfid4g,0,$0.00,0.2,16,DTI,4,$0.50,Three times the total in the conservation account ,$12.00,$15.00,$5.00,Yes,0.5,1.0,0.5,0.5,1.0,0.0,0.5,0.5,13.25,26.75,7.0,5.0,4.0,5.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,3.0,1999.0,M,Other,Asian,Asia,,Less than 1 year,"Medium size city (50,000-250,000)",None,,Yes,First,Liberal Arts,,1 - 2 previous,No,0.0,Reducing energy consumption reduces pollution and threat of global warming.
59,5qnhenqr,2018-03-30 16:35:07.685626+00:00,hzgfid4g,0,$0.00,0.2,16,DTI,3,$0.50,The total in the conservation account ,$12.00,$15.00,$11.00,No,0.5,1.0,0.0,1.0,0.5,0.0,1.0,0.5,13.25,26.25,6.0,6.0,5.0,7.0,6.0,4.0,7.0,7.0,4.0,6.0,6.0,7.0,1999.0,F,White,,North America,,More than 5 years,"Medium size city (50,000-250,000)",Republican,,Yes,First,Health Sciences,,More than 5 previous,Yes,9.0,Reducing energy consumption reduces pollution and threat of global warming.
60,ipc7ccuw,2018-03-30 16:35:42.441323+00:00,hzgfid4g,0,$0.00,0.2,16,DTI,6,$0.50,Three times the total in the conservation account ,$12.00,$26.00,$11.00,Yes,0.5,1.0,0.5,1.0,0.5,1.0,0.0,1.0,13.25,26.75,7.0,7.0,5.0,5.0,4.0,4.0,5.0,4.0,7.0,7.0,7.0,6.0,1997.0,F,White,,North America,,More than 5 years,Suburb near a large city,Republican,,Yes,Second,Liberal Arts,,More than 5 previous,Yes,20.0,Reducing energy consumption reduces our reliance on imported fossil fuels.
61,6vjorb3s,2018-03-30 16:36:11.267529+00:00,hzgfid4g,0,$0.00,0.2,16,DTI,3,$0.50,Two times the total in the conservation account ,$12.00,$11.00,$5.00,Yes,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,13.25,27.25,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1998.0,F,White,,North America,,More than 5 years,Suburb near a large city,Republican,,Yes,Third,Health Sciences,,3 - 5 previous,Yes,9.0,Reducing energy consumption reduces pollution and threat of global warming.
62,j38qhnhd,2018-03-30 16:44:21.761976+00:00,llybgrjc,0,$0.00,0.2,16,D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,gxifeuxq,2018-03-30 16:44:56.669899+00:00,llybgrjc,0,$0.00,0.2,16,D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2f1sx6m7,2018-03-30 16:45:47.509925+00:00,llybgrjc,0,$0.00,0.2,16,D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,26q0qvdv,2018-03-30 16:46:30.851787+00:00,llybgrjc,0,$0.00,0.2,16,D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,tiwy0jpr,2018-03-30 16:47:00.949796+00:00,llybgrjc,0,$0.00,0.2,16,D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,dukbk2cc,2018-03-30 16:47:31.226393+00:00,llybgrjc,0,$0.00,0.2,16,D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,5be2vmq5,2018-03-30 18:52:08.170591+00:00,z90q5fkb,0,$0.00,0.2,16,DTI,4,$0.50,The total in the conservation account ,$12.00,$15.00,$11.00,Yes,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.0,12.75,27.25,3.0,6.0,3.0,6.0,7.0,5.0,6.0,7.0,5.0,5.0,6.0,5.0,1995.0,M,Other,Bi-racial,North America,,More than 5 years,"Small city or town (under 50,000)",None,,No,Third,Liberal Arts,,1 - 2 previous,Yes,0.0,Reducing energy consumption is important to improve the local economy.
69,ippzixiy,2018-03-30 18:52:21.555313+00:00,z90q5fkb,0,$0.00,0.2,16,DTI,6,$0.50,Three times the total in the conservation account ,$12.00,$26.00,$11.00,Yes,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5,12.75,25.75,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1996.0,F,Other,Asian,Asia,,More than 5 years,"Large city (250,000-3,000,000)",None,,No,Third,Agriculture/Natural Resources,,None,No,20.0,Reducing energy consumption reduces pollution and threat of global warming.
70,7gwi2odv,2018-03-30 18:52:32.938627+00:00,z90q5fkb,0,$0.00,0.2,16,DTI,5,$0.50,Three times the total in the conservation account ,$12.00,$15.00,$11.00,Yes,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,12.75,24.25,5.0,7.0,5.0,7.0,5.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,1998.0,F,White,,North America,,More than 5 years,"Small city or town (under 50,000)",Republican,,No,Second,Health Sciences,,More than 5 previous,Yes,10.0,Reducing energy consumption reduces pollution and threat of global warming.
71,5gzozijr,2018-03-30 18:52:47.238298+00:00,z90q5fkb,0,$0.00,0.2,16,DTI,5,$0.50,The total in the conservation account ,$12.00,$26.00,$11.00,Yes,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,12.75,27.25,6.0,6.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,7.0,7.0,4.0,1997.0,F,Asian-American ,,Asia,,2-5 years,"Very large city (over 3,000,000)",Democrat,,No,Third,Liberal Arts,,3 - 5 previous,No,0.0,Reducing energy consumption reduces pollution and threat of global warming.
72,u67ec6tw,2018-03-30 18:52:54.257196+00:00,z90q5fkb,0,$0.00,0.2,16,DTI,4,$0.50,The total in the conservation account ,$24.00,$26.00,$11.00,Yes,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.0,12.75,27.75,6.0,6.0,5.0,6.0,3.0,3.0,6.0,5.0,5.0,3.0,5.0,3.0,1997.0,M,White,,North America,,More than 5 years,Suburb near a large city,Democrat,,No,Third,Science,,None,Yes,0.0,Reducing energy consumption reduces pollution and threat of global warming.
73,kmj55il8,2018-03-30 18:53:08.244961+00:00,z90q5fkb,0,$0.00,0.2,16,DTI,4,$0.50,Two times the total in the conservation account ,$12.00,$11.00,$11.00,Yes,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,12.75,28.75,5.0,5.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1998.0,F,White,,North America,,More than 5 years,Suburb near a large city,Democrat,,No,First,Health Sciences,,None,No,0.0,Reducing energy consumption reduces pollution and threat of global warming.
74,xnsfiqx9,,3urq0vws,1,$0.00,0.2,16,DTI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,4ltankrh,,3urq0vws,1,$0.00,0.2,16,DTI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,5500yirc,2018-03-30 21:42:53.342622+00:00,0rj5pmqo,0,$0.00,0.2,16,control,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,i8ngn5je,,0rj5pmqo,0,$0.00,0.2,16,control,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,iywomnnk,2018-03-30 21:43:19.027380+00:00,0rj5pmqo,0,$0.00,0.2,16,control,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,bch7ioai,2018-03-30 21:43:07.231855+00:00,0rj5pmqo,0,$0.00,0.2,16,control,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,i9cmvu5w,2018-03-30 21:43:39.858559+00:00,0rj5pmqo,0,$0.00,0.2,16,control,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,e7q6xea3,2018-03-30 21:43:58.926842+00:00,0rj5pmqo,0,$0.00,0.2,16,control,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
